Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,Weather,NAS,Security,Carrier
2016-03-19,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,25,38,13
2016-03-21,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,33,43,30
2016-03-23,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,44,31,19
2016-03-25,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,35,33,15
2016-03-27,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,30,36,19
2016-03-29,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,26,42,18
2016-03-31,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,18,31,43,10
2016-04-02,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,34,38,25
2016-04-04,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,27,37,34,30
2016-04-06,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,26,39,16
2016-04-08,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,28,37,23
2016-04-10,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,40,42,23
2016-04-12,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,31,32,25
2016-04-14,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,20,42,18
2016-04-16,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,37,43,19
2016-04-18,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,27,32,44,14
2016-04-20,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,29,40,28
2016-04-22,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,25,21,35,22
2016-04-24,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,40,45,12
2016-04-26,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,16,39,35,22
2016-04-28,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,40,43,27
2016-04-30,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,44,44,29
2016-05-02,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,44,31,12
2016-05-04,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,34,42,24
2016-05-06,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,29,45,19
2016-05-08,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,42,42,10
2016-05-10,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,40,33,27
2016-05-12,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,26,38,14
2016-05-14,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,35,43,25
2016-05-16,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,34,35,23
2016-05-18,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,38,34,11
2016-05-20,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,21,31,30
2016-05-22,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,42,41,20
2016-05-24,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,25,35,35,14
2016-05-26,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,18,26,37,25
2016-05-28,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,25,39,41,28
2016-05-30,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,28,38,19
2016-06-01,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,29,25,35,28
2016-06-03,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,38,40,11
2016-06-05,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,32,34,17
2016-06-07,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,24,37,26
2016-06-09,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,28,45,24
2016-06-11,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,26,34,16
2016-06-13,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,39,45,10
2016-06-15,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,44,38,18
2016-06-17,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,37,36,19
2016-06-19,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,27,41,17
2016-06-21,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,24,30,28
2016-06-23,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,33,30,22
2016-06-25,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,37,33,22
2016-06-27,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,29,32,36,25
2016-06-29,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,20,44,26
2016-07-01,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,31,44,19
2016-07-03,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,12,23,36,24
2016-07-05,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,38,45,26
2016-07-07,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,34,43,10
2016-07-09,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,35,41,10
2016-07-11,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,45,40,29
2016-07-13,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,18,39,33,14
2016-07-15,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,24,40,30
2016-07-17,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,25,24,32,29
2016-07-19,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,21,30,17
2016-07-21,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,31,41,12
2016-07-23,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,33,45,25
2016-07-25,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,22,25,43,25
2016-07-27,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,32,37,21
2016-07-29,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,29,22,36,21
2016-07-31,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,14,45,42,30
2016-08-02,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,37,38,22
2016-08-04,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,12,42,37,25
2016-08-06,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,33,30,24
2016-08-08,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,24,31,20
2016-08-10,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,20,30,10
2016-08-12,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,26,34,20
2016-08-14,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,12,41,32,21
2016-08-16,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,16,26,30,15
2016-08-18,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,37,39,21
2016-08-20,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,14,29,36,20
2016-08-22,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,16,37,30,27
2016-08-24,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,32,31,19
2016-08-26,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,25,21,33,25
2016-08-28,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,37,39,24
2016-08-30,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,37,39,29
2016-09-01,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,44,40,27
2016-09-03,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,32,34,20
2016-09-05,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,29,30,23
2016-09-07,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,20,36,23
2016-09-09,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,25,42,15
2016-09-11,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,30,37,26
2016-09-13,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,14,42,38,10
2016-09-15,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,27,43,25
2016-09-17,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,16,38,30,15
2016-09-19,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,34,39,14
2016-09-21,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,26,22,43,25
2016-09-23,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,34,42,22
2016-09-25,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,31,38,28
2016-09-27,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,29,20,39,15
2016-09-29,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,29,35,21
2016-10-01,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,14,24,45,25
2016-10-03,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,26,42,26
2016-10-05,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,19,36,39,14
2016-10-07,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,32,40,20
2016-10-09,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,38,38,27
2016-10-11,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,31,39,22
2016-10-13,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,33,30,15
2016-10-15,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,14,42,34,17
2016-10-17,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,42,37,25
2016-10-19,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,38,35,14
2016-10-21,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,22,29,30,22
2016-10-23,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,32,36,30
2016-10-25,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,40,36,21
2016-10-27,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,31,40,28
2016-10-29,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,28,20,45,11
2016-10-31,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,44,38,21
2016-11-02,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,30,26,39,17
2016-11-04,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,31,41,21
2016-11-06,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,24,42,16
2016-11-08,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,26,22,34,17
2016-11-10,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,24,41,16
2016-11-12,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,14,35,34,25
2016-11-14,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,20,20,30,28
2016-11-16,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,25,25,36,13
2016-11-18,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,22,36,16
2016-11-20,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,16,28,34,15
2016-11-22,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,27,45,20
2016-11-24,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,29,40,19
2016-11-26,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,33,43,12
2016-11-28,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,16,33,43,25
2016-11-30,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,10,27,40,25
2016-12-02,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,29,40,35,20
2016-12-04,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,40,45,11
2016-12-06,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,21,36,44,18
2016-12-08,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,15,28,45,23
2016-12-10,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,23,30,35,16
2016-12-12,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,32,40,11
2016-12-14,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,43,33,25
2016-12-16,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,17,24,41,16
2016-12-18,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,25,43,39,13
2016-12-20,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,31,45,19
2016-12-22,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,18,40,38,28
2016-12-24,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,11,40,36,26
2016-12-26,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,13,24,42,17
2016-12-28,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,24,39,42,29
2016-12-30,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944,239,26,42,32,20
2016-01-01,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,21,37,19
2016-01-03,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,29,38,34,21
2016-01-05,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,29,30,39,29
2016-01-07,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,19,26,40,20
2016-01-09,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,27,23,35,16
2016-01-11,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,42,45,21
2016-01-13,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,30,22,42,13
2016-01-15,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,29,38,24
2016-01-17,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,14,23,30,27
2016-01-19,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,22,38,36,22
2016-01-21,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,33,44,26
2016-01-23,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,25,32,40,28
2016-01-25,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,22,32,30,26
2016-01-27,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,20,29,44,28
2016-01-29,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,11,43,31,24
2016-01-31,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,25,40,41,24
2016-02-02,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,10,27,42,27
2016-02-04,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,21,34,34,19
2016-02-06,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,17,42,34,29
2016-02-08,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,16,25,31,16
2016-02-10,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,29,42,30,24
2016-02-12,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,30,20,31,12
2016-02-14,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,23,26,33,26
2016-02-16,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,29,29,39,29
2016-02-18,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,22,29,30,12
2016-02-20,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,37,37,10
2016-02-22,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,11,33,34,13
2016-02-24,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,45,40,20
2016-02-26,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,39,43,24
2016-02-28,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,23,40,41,28
2016-03-01,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,18,39,36,17
2016-03-03,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,11,34,33,19
2016-03-05,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,16,22,35,29
2016-03-07,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,26,43,12
2016-03-09,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,32,30,19
2016-03-11,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,16,38,33,17
2016-03-13,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,25,25,32,23
2016-03-15,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,16,21,36,16
2016-03-17,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,18,23,44,26
2016-03-19,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,27,31,33,23
2016-03-21,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,30,29,33,17
2016-03-23,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,14,44,33,22
2016-03-25,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,17,27,35,30
2016-03-27,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,21,44,30
2016-03-29,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,34,30,12
2016-03-31,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,21,35,40,16
2016-04-02,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,24,30,25
2016-04-04,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,42,36,16
2016-04-06,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,16,39,33,30
2016-04-08,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,30,35,30,20
2016-04-10,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,27,32,43,25
2016-04-12,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,44,41,24
2016-04-14,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,18,30,30,27
2016-04-16,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,20,25,45,27
2016-04-18,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,13,21,37,23
2016-04-20,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,11,25,37,25
2016-04-22,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,30,30,42,30
2016-04-24,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,10,29,45,19
2016-04-26,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,36,38,15
2016-04-28,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,29,30,34,16
2016-04-30,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,29,45,22
2016-05-02,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,25,38,34,28
2016-05-04,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,20,43,11
2016-05-06,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,22,24,40,27
2016-05-08,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,17,45,35,26
2016-05-10,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,23,32,31,15
2016-05-12,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,10,41,35,19
2016-05-14,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,14,45,44,10
2016-05-16,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,21,37,33,15
2016-05-18,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,30,42,42,28
2016-05-20,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,35,36,23
2016-05-22,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,42,34,14
2016-05-24,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,40,31,23
2016-05-26,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,38,40,11
2016-05-28,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,25,37,10
2016-05-30,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,14,39,30,24
2016-06-01,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,33,31,12
2016-06-03,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,29,26,36,29
2016-06-05,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,23,39,33,16
2016-06-07,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,30,20,44,15
2016-06-09,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,26,40,35,20
2016-06-11,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,19,33,35,28
2016-06-13,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,27,41,42,22
2016-06-15,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,23,36,20
2016-06-17,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,42,30,28
2016-06-19,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,21,40,40,14
2016-06-21,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,20,38,37,10
2016-06-23,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,23,40,43,30
2016-06-25,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,14,20,42,14
2016-06-27,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,10,28,37,12
2016-06-29,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,18,25,31,11
2016-07-01,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,37,41,17
2016-07-03,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,31,43,11
2016-07-05,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,22,41,42,18
2016-07-07,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,21,42,32,26
2016-07-09,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,25,41,28
2016-07-11,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,28,37,23
2016-07-13,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,25,34,43,10
2016-07-15,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,13,30,32,22
2016-07-17,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,19,45,37,20
2016-07-19,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,19,27,33,16
2016-07-21,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,11,44,43,21
2016-07-23,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,29,45,34,21
2016-07-25,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,21,30,26
2016-07-27,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,13,34,37,24
2016-07-29,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,20,25,31,20
2016-07-31,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,21,23,40,18
2016-08-02,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,18,32,43,21
2016-08-04,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,20,21,30,25
2016-08-06,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,17,42,33,17
2016-08-08,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,20,25,45,29
2016-08-10,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,37,31,20
2016-08-12,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,21,37,39,13
2016-08-14,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,30,32,24
2016-08-16,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,14,22,45,18
2016-08-18,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,18,37,44,15
2016-08-20,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,27,23,40,28
2016-08-22,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,20,42,30,29
2016-08-24,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,25,21,33,12
2016-08-26,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,25,37,30,19
2016-08-28,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,42,35,14
2016-08-30,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,43,37,15
2016-09-01,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,22,43,33,16
2016-09-03,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,29,33,20
2016-09-05,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,16,39,45,24
2016-09-07,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,24,26,37,17
2016-09-09,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,19,32,43,30
2016-09-11,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,38,44,23
2016-09-13,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,42,43,27
2016-09-15,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,28,29,30,22
2016-09-17,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,22,28,41,19
2016-09-19,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,15,29,33,14
2016-09-21,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,17,40,30,26
2016-09-23,LIT,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,332,12,36,32,26
