Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,Weather,Technical
2016-05-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,30,44
2016-05-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,7,22
2016-05-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,22,33
2016-05-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,22
2016-05-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,14,39
2016-05-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,6,19
2016-05-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,26
2016-05-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,20
2016-06-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,45
2016-06-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,3,23
2016-06-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,40
2016-06-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,6,23
2016-06-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,34
2016-06-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,14,22
2016-06-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,23,25
2016-06-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,2,18
2016-06-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,22,34
2016-06-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,15,15
2016-06-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,27,22
2016-06-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,6,23
2016-06-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,32
2016-06-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,3,19
2016-06-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,15,21
2016-01-01,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,4,22
2016-01-03,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,22,25
2016-01-05,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,14,17
2016-01-07,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,26,40
2016-01-09,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,11,22
2016-01-11,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,27,20
2016-01-13,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,9,15
2016-01-15,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,22,38
2016-01-17,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,14,18
2016-01-19,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,20,42
2016-01-21,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,9,21
2016-01-23,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,17,38
2016-01-25,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,8,22
2016-01-27,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,23,28
2016-01-29,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,15,20
2016-02-01,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,26,31
2016-02-03,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,12,16
2016-02-05,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,19,28
2016-02-07,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,13,17
2016-02-09,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,19,29
2016-02-11,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,8,21
2016-02-13,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,29,42
2016-02-15,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,10,15
2016-02-17,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,24,42
2016-02-19,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,10,23
2016-02-21,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,10,31
2016-02-23,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,2,15
2016-02-25,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,24,24
2016-02-27,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,10,16
2016-02-29,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,28,32
2016-03-01,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,4,22
2016-03-03,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,21,33
2016-03-05,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,2,21
2016-03-07,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,22,43
2016-03-09,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,2,22
2016-03-11,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,12,28
2016-03-13,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,15,21
2016-03-15,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,24,38
2016-03-17,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,12,15
2016-03-19,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,26,44
2016-03-21,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,6,16
2016-03-23,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,14,25
2016-03-25,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,2,19
2016-03-27,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,17,27
2016-03-29,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,15,18
2016-04-01,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,13,40
2016-04-03,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,8,18
2016-04-05,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,25,23
2016-04-07,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,7,23
2016-04-09,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,19,38
2016-04-11,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,14,20
2016-04-13,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,23,41
2016-04-15,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,13,15
2016-04-17,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,28,26
2016-04-19,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,7,17
2016-04-21,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,25,24
2016-04-23,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,5,23
2016-04-25,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,30,24
2016-04-27,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,11,16
2016-04-29,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,12,42
2016-05-01,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,15,22
2016-05-03,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,23,23
2016-05-05,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,14,15
2016-05-07,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,13,32
2016-05-09,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,2,23
2016-05-11,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,10,36
2016-05-13,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,12,19
2016-05-15,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,22,27
2016-05-17,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,1,19
2016-05-19,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,30,41
2016-05-21,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,14,22
2016-05-23,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,20,45
2016-05-25,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,5,22
2016-05-27,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,29,25
2016-05-29,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,5,16
2016-06-01,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,30,44
2016-06-03,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,5,22
2016-06-05,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,19,20
2016-06-07,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,9,17
2016-06-09,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,23,26
2016-06-11,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,3,17
2016-06-13,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,18,25
2016-06-15,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,3,18
2016-06-17,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,24,40
2016-06-19,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,5,18
2016-06-21,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,27,45
2016-06-23,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,5,19
2016-06-25,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,26,26
2016-06-27,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,13,17
2016-06-29,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,329,24,20
2016-01-01,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,3,19
2016-01-03,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,25,32
2016-01-05,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,9,15
2016-01-07,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,19,35
2016-01-09,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,1,20
2016-01-11,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,27,29
2016-01-13,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,12,18
2016-01-15,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,27,39
2016-01-17,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,11,21
2016-01-19,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,23,41
2016-01-21,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,13,23
2016-01-23,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,27,44
2016-01-25,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,6,23
2016-01-27,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,15,40
2016-01-29,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,4,15
2016-02-01,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,14,30
2016-02-03,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,1,19
2016-02-05,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,29,42
2016-02-07,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,5,16
2016-02-09,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,21,33
2016-02-11,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,4,22
2016-02-13,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,26,35
2016-02-15,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,3,15
2016-02-17,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,15,27
2016-02-19,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,2,21
2016-02-21,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,22,37
2016-02-23,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,15,15
2016-02-25,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,12,39
2016-02-27,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,2,19
2016-02-29,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,19,32
2016-03-01,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,9,19
2016-03-03,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,19,28
2016-03-05,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,8,19
2016-03-07,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,19,39
2016-03-09,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,8,17
2016-03-11,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,29,39
2016-03-13,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,4,20
2016-03-15,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,26,35
2016-03-17,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,5,17
2016-03-19,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,30,24
2016-03-21,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,6,21
2016-03-23,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,19,24
2016-03-25,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,8,19
2016-03-27,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,12,31
2016-03-29,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,1,20
2016-04-01,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,18,31
2016-04-03,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,14,16
2016-04-05,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,18,32
2016-04-07,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,3,22
2016-04-09,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,18,29
2016-04-11,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,11,22
2016-04-13,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,12,33
2016-04-15,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,6,21
2016-04-17,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,24,41
2016-04-19,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,15,18
2016-04-21,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,14,20
2016-04-23,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,6,16
2016-04-25,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,24,28
2016-04-27,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,6,18
2016-04-29,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,20,35
2016-05-01,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,15,15
2016-05-03,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,10,28
2016-05-05,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,5,22
2016-05-07,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,18,24
2016-05-09,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,13,20
2016-05-11,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,11,23
2016-05-13,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,8,22
2016-05-15,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,18,33
2016-05-17,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,10,23
2016-05-19,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,22,22
2016-05-21,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,3,20
2016-05-23,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,29,33
2016-05-25,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,4,23
2016-05-27,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,19,24
2016-05-29,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,4,23
2016-06-01,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,25,33
2016-06-03,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,10,15
2016-06-05,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,21,23
2016-06-07,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,12,19
2016-06-09,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,23,29
2016-06-11,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,14,20
2016-06-13,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,15,22
2016-06-15,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,7,17
2016-06-17,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,25,21
2016-06-19,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,7,20
2016-06-21,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,22,20
2016-06-23,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,7,16
2016-06-25,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,11,26
2016-06-27,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,1,23
2016-06-29,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744,236,10,23
2016-01-01,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,9,21
2016-01-03,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,28,26
2016-01-05,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,13,21
2016-01-07,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,24,42
2016-01-09,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,4,23
2016-01-11,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,16,34
2016-01-13,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,9,23
2016-01-15,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,30,44
2016-01-17,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,4,23
2016-01-19,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,28,35
2016-01-21,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,14,18
2016-01-23,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,12,28
2016-01-25,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,12,19
2016-01-27,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,24,29
2016-01-29,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,8,17
2016-02-01,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,28,44
2016-02-03,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,4,18
2016-02-05,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,24,25
2016-02-07,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,12,16
2016-02-09,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,16,44
2016-02-11,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,11,19
2016-02-13,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,15,34
2016-02-15,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,4,18
2016-02-17,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,25,22
2016-02-19,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,5,21
2016-02-21,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,21,34
2016-02-23,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,2,18
2016-02-25,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,10,23
2016-02-27,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,6,15
2016-02-29,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,24,37
2016-03-01,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,2,23
2016-03-03,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,24,36
2016-03-05,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,11,22
2016-03-07,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,22,36
2016-03-09,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,13,18
2016-03-11,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,13,36
2016-03-13,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,7,20
2016-03-15,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,20,35
2016-03-17,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,11,23
2016-03-19,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,19,24
2016-03-21,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,8,22
2016-03-23,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,27,31
2016-03-25,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,8,21
2016-03-27,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,128,14,42
