Date,AAPL.Open,AAPL.High,Max,Min
2/27/2016,PVD,Theodore F Green State,27,10
2/29/2016,PVD,Theodore F Green State,31,12
1/1/2016,TUL,Tulsa International,32,17
1/3/2016,TUL,Tulsa International,39,14
1/5/2016,TUL,Tulsa International,31,15
1/7/2016,TUL,Tulsa International,47,11
1/9/2016,TUL,Tulsa International,34,8
1/11/2016,TUL,Tulsa International,39,10
1/13/2016,TUL,Tulsa International,37,15
1/15/2016,TUL,Tulsa International,41,18
1/17/2016,TUL,Tulsa International,44,10
1/19/2016,TUL,Tulsa International,41,11
1/21/2016,TUL,Tulsa International,38,12
1/23/2016,TUL,Tulsa International,32,18
1/25/2016,TUL,Tulsa International,29,9
1/27/2016,TUL,Tulsa International,27,13
1/29/2016,TUL,Tulsa International,40,3
2/1/2016,TUL,Tulsa International,40,12
2/3/2016,TUL,Tulsa International,34,8
2/5/2016,TUL,Tulsa International,47,18
2/7/2016,TUL,Tulsa International,37,6
2/9/2016,TUL,Tulsa International,23,16
2/11/2016,TUL,Tulsa International,34,13
2/13/2016,TUL,Tulsa International,39,12
2/15/2016,TUL,Tulsa International,28,5
2/17/2016,TUL,Tulsa International,42,17
2/19/2016,TUL,Tulsa International,30,5
2/21/2016,TUL,Tulsa International,35,19
2/23/2016,TUL,Tulsa International,45,5
2/25/2016,TUL,Tulsa International,36,11
2/27/2016,TUL,Tulsa International,28,12
2/29/2016,TUL,Tulsa International,45,10
1/1/2016,CVG,Cincinnati Northern Kentucky Intl,38,12
1/3/2016,CVG,Cincinnati Northern Kentucky Intl,38,14
1/5/2016,CVG,Cincinnati Northern Kentucky Intl,38,12
1/7/2016,CVG,Cincinnati Northern Kentucky Intl,46,19
1/9/2016,CVG,Cincinnati Northern Kentucky Intl,27,9
1/11/2016,CVG,Cincinnati Northern Kentucky Intl,37,16
1/13/2016,CVG,Cincinnati Northern Kentucky Intl,28,15
1/15/2016,CVG,Cincinnati Northern Kentucky Intl,46,18
1/17/2016,CVG,Cincinnati Northern Kentucky Intl,29,16
1/19/2016,CVG,Cincinnati Northern Kentucky Intl,37,20
1/21/2016,CVG,Cincinnati Northern Kentucky Intl,27,10
1/23/2016,CVG,Cincinnati Northern Kentucky Intl,45,16
1/25/2016,CVG,Cincinnati Northern Kentucky Intl,40,12
1/27/2016,CVG,Cincinnati Northern Kentucky Intl,39,14
1/29/2016,CVG,Cincinnati Northern Kentucky Intl,26,4
2/1/2016,CVG,Cincinnati Northern Kentucky Intl,42,10
2/3/2016,CVG,Cincinnati Northern Kentucky Intl,35,16
2/5/2016,CVG,Cincinnati Northern Kentucky Intl,44,17
2/7/2016,CVG,Cincinnati Northern Kentucky Intl,38,7
2/9/2016,CVG,Cincinnati Northern Kentucky Intl,46,13
2/11/2016,CVG,Cincinnati Northern Kentucky Intl,31,19
2/13/2016,CVG,Cincinnati Northern Kentucky Intl,36,16
2/15/2016,CVG,Cincinnati Northern Kentucky Intl,25,3
2/17/2016,CVG,Cincinnati Northern Kentucky Intl,45,17
2/19/2016,CVG,Cincinnati Northern Kentucky Intl,34,13
2/21/2016,CVG,Cincinnati Northern Kentucky Intl,45,14
2/23/2016,CVG,Cincinnati Northern Kentucky Intl,30,7
2/25/2016,CVG,Cincinnati Northern Kentucky Intl,47,12
2/27/2016,CVG,Cincinnati Northern Kentucky Intl,43,10
2/29/2016,CVG,Cincinnati Northern Kentucky Intl,36,14
1/1/2016,CMH,Port Columbus Intl,36,16
1/3/2016,CMH,Port Columbus Intl,44,12
1/5/2016,CMH,Port Columbus Intl,45,11
1/7/2016,CMH,Port Columbus Intl,27,17
1/9/2016,CMH,Port Columbus Intl,41,2
1/11/2016,CMH,Port Columbus Intl,37,13
1/13/2016,CMH,Port Columbus Intl,45,2
1/15/2016,CMH,Port Columbus Intl,44,12
1/17/2016,CMH,Port Columbus Intl,28,2
1/19/2016,CMH,Port Columbus Intl,29,19
1/21/2016,CMH,Port Columbus Intl,35,4
1/23/2016,CMH,Port Columbus Intl,33,16
1/25/2016,CMH,Port Columbus Intl,35,18
1/27/2016,CMH,Port Columbus Intl,42,11
1/29/2016,CMH,Port Columbus Intl,39,2
2/1/2016,CMH,Port Columbus Intl,37,11
2/3/2016,CMH,Port Columbus Intl,32,4
2/5/2016,CMH,Port Columbus Intl,25,11
2/7/2016,CMH,Port Columbus Intl,43,7
2/9/2016,CMH,Port Columbus Intl,35,18
2/11/2016,CMH,Port Columbus Intl,41,10
2/13/2016,CMH,Port Columbus Intl,39,12
2/15/2016,CMH,Port Columbus Intl,33,3
2/17/2016,CMH,Port Columbus Intl,40,20
2/19/2016,CMH,Port Columbus Intl,35,7
2/21/2016,CMH,Port Columbus Intl,32,11
2/23/2016,CMH,Port Columbus Intl,30,13
2/25/2016,CMH,Port Columbus Intl,45,13
2/27/2016,CMH,Port Columbus Intl,35,12
2/29/2016,CMH,Port Columbus Intl,50,10
1/1/2016,SDF,Louisville International-Standiford ,32,17
1/3/2016,SDF,Louisville International-Standiford ,46,19
1/5/2016,SDF,Louisville International-Standiford ,35,19
1/7/2016,SDF,Louisville International-Standiford ,41,12
1/9/2016,SDF,Louisville International-Standiford ,34,15
1/11/2016,SDF,Louisville International-Standiford ,32,10
1/13/2016,SDF,Louisville International-Standiford ,29,16
1/15/2016,SDF,Louisville International-Standiford ,47,19
1/17/2016,SDF,Louisville International-Standiford ,34,10
1/19/2016,SDF,Louisville International-Standiford ,43,18
1/21/2016,SDF,Louisville International-Standiford ,31,6
1/23/2016,SDF,Louisville International-Standiford ,29,20
1/25/2016,SDF,Louisville International-Standiford ,44,10
1/27/2016,SDF,Louisville International-Standiford ,42,12
1/29/2016,SDF,Louisville International-Standiford ,44,13
2/1/2016,SDF,Louisville International-Standiford ,45,15
2/3/2016,SDF,Louisville International-Standiford ,35,7
2/5/2016,SDF,Louisville International-Standiford ,37,13
2/7/2016,SDF,Louisville International-Standiford ,35,3
2/9/2016,SDF,Louisville International-Standiford ,42,13
2/11/2016,SDF,Louisville International-Standiford ,39,12
2/13/2016,SDF,Louisville International-Standiford ,28,19
2/15/2016,SDF,Louisville International-Standiford ,33,13
2/17/2016,SDF,Louisville International-Standiford ,48,15
2/19/2016,SDF,Louisville International-Standiford ,45,5
2/21/2016,SDF,Louisville International-Standiford ,38,12
2/23/2016,SDF,Louisville International-Standiford ,35,11
2/25/2016,SDF,Louisville International-Standiford ,33,10
2/27/2016,SDF,Louisville International-Standiford ,28,19
2/29/2016,SDF,Louisville International-Standiford ,38,13
1/1/2016,ONT,Ontario International,31,11
1/3/2016,ONT,Ontario International,36,13
1/5/2016,ONT,Ontario International,34,9
1/7/2016,ONT,Ontario International,49,20
1/9/2016,ONT,Ontario International,38,13
1/11/2016,ONT,Ontario International,38,16
1/13/2016,ONT,Ontario International,42,7
1/15/2016,ONT,Ontario International,42,17
1/17/2016,ONT,Ontario International,35,13
1/19/2016,ONT,Ontario International,48,19
1/21/2016,ONT,Ontario International,33,14
1/23/2016,ONT,Ontario International,37,11
1/25/2016,ONT,Ontario International,44,4
1/27/2016,ONT,Ontario International,35,14
1/29/2016,ONT,Ontario International,30,1
2/1/2016,ONT,Ontario International,32,14
2/3/2016,ONT,Ontario International,26,4
2/5/2016,ONT,Ontario International,47,11
2/7/2016,ONT,Ontario International,31,10
2/9/2016,ONT,Ontario International,44,11
2/11/2016,ONT,Ontario International,38,15
2/13/2016,ONT,Ontario International,39,10
2/15/2016,ONT,Ontario International,44,8
2/17/2016,ONT,Ontario International,34,12
2/19/2016,ONT,Ontario International,34,10
2/21/2016,ONT,Ontario International,41,13
2/23/2016,ONT,Ontario International,42,12
2/25/2016,ONT,Ontario International,43,13
2/27/2016,ONT,Ontario International,35,6
2/29/2016,ONT,Ontario International,38,12
1/1/2016,LIT,Adams ,34,15
1/3/2016,LIT,Adams ,41,14
1/5/2016,LIT,Adams ,43,4
1/7/2016,LIT,Adams ,47,15
1/9/2016,LIT,Adams ,29,8
1/11/2016,LIT,Adams ,29,13
1/13/2016,LIT,Adams ,31,10
1/15/2016,LIT,Adams ,37,13
1/17/2016,LIT,Adams ,33,6
1/19/2016,LIT,Adams ,30,10
1/21/2016,LIT,Adams ,27,5
1/23/2016,LIT,Adams ,38,19
1/25/2016,LIT,Adams ,33,5
1/27/2016,LIT,Adams ,34,12
1/29/2016,LIT,Adams ,35,17
2/1/2016,LIT,Adams ,41,20
2/3/2016,LIT,Adams ,35,13
2/5/2016,LIT,Adams ,29,16
2/7/2016,LIT,Adams ,32,10
2/9/2016,LIT,Adams ,41,13
2/11/2016,LIT,Adams ,31,12
2/13/2016,LIT,Adams ,40,19
2/15/2016,LIT,Adams ,31,6
2/17/2016,LIT,Adams ,30,10
2/19/2016,LIT,Adams ,29,10
2/21/2016,LIT,Adams ,35,13
2/23/2016,LIT,Adams ,26,8
2/25/2016,LIT,Adams ,38,14
2/27/2016,LIT,Adams ,29,14
2/29/2016,LIT,Adams ,42,19
1/1/2016,DAL,Dallas Love ,41,12
1/3/2016,DAL,Dallas Love ,42,16
1/5/2016,DAL,Dallas Love ,34,16
1/7/2016,DAL,Dallas Love ,43,13
1/9/2016,DAL,Dallas Love ,34,2
1/11/2016,DAL,Dallas Love ,45,16
1/13/2016,DAL,Dallas Love ,28,2
1/15/2016,DAL,Dallas Love ,38,19
1/17/2016,DAL,Dallas Love ,28,11
1/19/2016,DAL,Dallas Love ,35,11
1/21/2016,DAL,Dallas Love ,45,11
1/23/2016,DAL,Dallas Love ,38,20
1/25/2016,DAL,Dallas Love ,43,4
1/27/2016,DAL,Dallas Love ,33,17
1/29/2016,DAL,Dallas Love ,41,12
2/1/2016,DAL,Dallas Love ,50,12
2/3/2016,DAL,Dallas Love ,30,15
2/5/2016,DAL,Dallas Love ,25,15
2/7/2016,DAL,Dallas Love ,44,16
2/9/2016,DAL,Dallas Love ,49,15
2/11/2016,DAL,Dallas Love ,38,10
2/13/2016,DAL,Dallas Love ,46,11
2/15/2016,DAL,Dallas Love ,39,5
2/17/2016,DAL,Dallas Love ,45,20
2/19/2016,DAL,Dallas Love ,29,12
2/21/2016,DAL,Dallas Love ,40,11
2/23/2016,DAL,Dallas Love ,36,14
2/25/2016,DAL,Dallas Love ,48,13
2/27/2016,DAL,Dallas Love ,42,9
2/29/2016,DAL,Dallas Love ,40,10
1/1/2016,OMA,Eppley Airfield,38,9
1/3/2016,OMA,Eppley Airfield,27,16
1/5/2016,OMA,Eppley Airfield,30,17
1/7/2016,OMA,Eppley Airfield,46,12
1/9/2016,OMA,Eppley Airfield,28,6
1/11/2016,OMA,Eppley Airfield,43,15
1/13/2016,OMA,Eppley Airfield,33,14
1/15/2016,OMA,Eppley Airfield,31,15
1/17/2016,OMA,Eppley Airfield,27,11
1/19/2016,OMA,Eppley Airfield,46,12
1/21/2016,OMA,Eppley Airfield,29,17
1/23/2016,OMA,Eppley Airfield,46,14
1/25/2016,OMA,Eppley Airfield,33,5
1/27/2016,OMA,Eppley Airfield,44,15
1/29/2016,OMA,Eppley Airfield,45,17
2/1/2016,OMA,Eppley Airfield,36,10
2/3/2016,OMA,Eppley Airfield,41,7
2/5/2016,OMA,Eppley Airfield,44,12
2/7/2016,OMA,Eppley Airfield,27,11
2/9/2016,OMA,Eppley Airfield,38,13
2/11/2016,OMA,Eppley Airfield,36,13
2/13/2016,OMA,Eppley Airfield,40,16
2/15/2016,OMA,Eppley Airfield,34,16
2/17/2016,OMA,Eppley Airfield,45,10
2/19/2016,OMA,Eppley Airfield,43,10
2/21/2016,OMA,Eppley Airfield,38,14
2/23/2016,OMA,Eppley Airfield,34,4
2/25/2016,OMA,Eppley Airfield,41,20
2/27/2016,OMA,Eppley Airfield,34,10
2/29/2016,OMA,Eppley Airfield,44,20
1/1/2016,ORF,Norfolk International,35,13
1/3/2016,ORF,Norfolk International,39,14
1/5/2016,ORF,Norfolk International,28,12
1/7/2016,ORF,Norfolk International,34,14
1/9/2016,ORF,Norfolk International,28,8
1/11/2016,ORF,Norfolk International,36,15
1/13/2016,ORF,Norfolk International,37,11
1/15/2016,ORF,Norfolk International,42,13
1/17/2016,ORF,Norfolk International,35,13
1/19/2016,ORF,Norfolk International,48,15
1/21/2016,ORF,Norfolk International,36,4
1/23/2016,ORF,Norfolk International,41,13
1/25/2016,ORF,Norfolk International,44,11
1/27/2016,ORF,Norfolk International,31,20
1/29/2016,ORF,Norfolk International,43,2
2/1/2016,ORF,Norfolk International,46,13
2/3/2016,ORF,Norfolk International,34,8
2/5/2016,ORF,Norfolk International,34,15
2/7/2016,ORF,Norfolk International,27,3
2/9/2016,ORF,Norfolk International,48,20
2/11/2016,ORF,Norfolk International,34,15
2/13/2016,ORF,Norfolk International,39,13
2/15/2016,ORF,Norfolk International,43,7
2/17/2016,ORF,Norfolk International,40,14
2/19/2016,ORF,Norfolk International,41,18
2/21/2016,ORF,Norfolk International,41,14
2/23/2016,ORF,Norfolk International,42,9
2/25/2016,ORF,Norfolk International,32,12
2/27/2016,ORF,Norfolk International,35,7
2/29/2016,ORF,Norfolk International,42,15
1/1/2016,DAY,James M Cox Dayton Intl,40,14
1/3/2016,DAY,James M Cox Dayton Intl,36,17
1/5/2016,DAY,James M Cox Dayton Intl,35,13
1/7/2016,DAY,James M Cox Dayton Intl,45,10
1/9/2016,DAY,James M Cox Dayton Intl,30,20
1/11/2016,DAY,James M Cox Dayton Intl,43,12
1/13/2016,DAY,James M Cox Dayton Intl,33,13
1/15/2016,DAY,James M Cox Dayton Intl,33,14
1/17/2016,DAY,James M Cox Dayton Intl,28,10
1/19/2016,DAY,James M Cox Dayton Intl,41,14
1/21/2016,DAY,James M Cox Dayton Intl,28,2
1/23/2016,DAY,James M Cox Dayton Intl,35,15
1/25/2016,DAY,James M Cox Dayton Intl,30,1
1/27/2016,DAY,James M Cox Dayton Intl,42,13
1/29/2016,DAY,James M Cox Dayton Intl,43,4
2/1/2016,DAY,James M Cox Dayton Intl,45,10
2/3/2016,DAY,James M Cox Dayton Intl,43,8
2/5/2016,DAY,James M Cox Dayton Intl,38,11
2/7/2016,DAY,James M Cox Dayton Intl,38,12
2/9/2016,DAY,James M Cox Dayton Intl,25,11
2/11/2016,DAY,James M Cox Dayton Intl,44,3
2/13/2016,DAY,James M Cox Dayton Intl,22,13
2/15/2016,DAY,James M Cox Dayton Intl,32,6
2/17/2016,DAY,James M Cox Dayton Intl,50,14
2/19/2016,DAY,James M Cox Dayton Intl,33,2
2/21/2016,DAY,James M Cox Dayton Intl,36,11
2/23/2016,DAY,James M Cox Dayton Intl,29,8
2/25/2016,DAY,James M Cox Dayton Intl,44,10
2/27/2016,DAY,James M Cox Dayton Intl,29,11
2/29/2016,DAY,James M Cox Dayton Intl,48,11
1/1/2016,ROC,Greater Rochester Int'l,33,15
1/3/2016,ROC,Greater Rochester Int'l,31,18
1/5/2016,ROC,Greater Rochester Int'l,27,18
1/7/2016,ROC,Greater Rochester Int'l,33,20
1/9/2016,ROC,Greater Rochester Int'l,30,1
1/11/2016,ROC,Greater Rochester Int'l,37,13
1/13/2016,ROC,Greater Rochester Int'l,27,10
1/15/2016,ROC,Greater Rochester Int'l,40,14
1/17/2016,ROC,Greater Rochester Int'l,35,19
1/19/2016,ROC,Greater Rochester Int'l,40,11
1/21/2016,ROC,Greater Rochester Int'l,31,11
1/23/2016,ROC,Greater Rochester Int'l,49,16
1/25/2016,ROC,Greater Rochester Int'l,29,15
1/27/2016,ROC,Greater Rochester Int'l,38,12
1/29/2016,ROC,Greater Rochester Int'l,35,7
2/1/2016,ROC,Greater Rochester Int'l,32,15
2/3/2016,ROC,Greater Rochester Int'l,34,13
2/5/2016,ROC,Greater Rochester Int'l,49,20
2/7/2016,ROC,Greater Rochester Int'l,35,10
2/9/2016,ROC,Greater Rochester Int'l,35,12
2/11/2016,ROC,Greater Rochester Int'l,26,8
2/13/2016,ROC,Greater Rochester Int'l,30,11
2/15/2016,ROC,Greater Rochester Int'l,29,14
2/17/2016,ROC,Greater Rochester Int'l,44,15
2/19/2016,ROC,Greater Rochester Int'l,34,1
2/21/2016,ROC,Greater Rochester Int'l,39,11
2/23/2016,ROC,Greater Rochester Int'l,35,5
2/25/2016,ROC,Greater Rochester Int'l,43,17
2/27/2016,ROC,Greater Rochester Int'l,29,6
2/29/2016,ROC,Greater Rochester Int'l,45,13
1/1/2016,XNA,Northwest Arkansas Regional,27,12
1/3/2016,XNA,Northwest Arkansas Regional,43,17
1/5/2016,XNA,Northwest Arkansas Regional,35,12
1/7/2016,XNA,Northwest Arkansas Regional,37,13
1/9/2016,XNA,Northwest Arkansas Regional,31,6
1/11/2016,XNA,Northwest Arkansas Regional,35,13
1/13/2016,XNA,Northwest Arkansas Regional,43,10
1/15/2016,XNA,Northwest Arkansas Regional,46,20
1/17/2016,XNA,Northwest Arkansas Regional,35,11
1/19/2016,XNA,Northwest Arkansas Regional,44,18
1/21/2016,XNA,Northwest Arkansas Regional,31,14
1/23/2016,XNA,Northwest Arkansas Regional,49,15
1/25/2016,XNA,Northwest Arkansas Regional,33,1
1/27/2016,XNA,Northwest Arkansas Regional,43,11
1/29/2016,XNA,Northwest Arkansas Regional,32,12
2/1/2016,XNA,Northwest Arkansas Regional,28,10
2/3/2016,XNA,Northwest Arkansas Regional,29,17
2/5/2016,XNA,Northwest Arkansas Regional,49,13
2/7/2016,XNA,Northwest Arkansas Regional,33,9
2/9/2016,XNA,Northwest Arkansas Regional,44,14
2/11/2016,XNA,Northwest Arkansas Regional,27,3
2/13/2016,XNA,Northwest Arkansas Regional,42,15
2/15/2016,XNA,Northwest Arkansas Regional,32,8
2/17/2016,XNA,Northwest Arkansas Regional,42,20
2/19/2016,XNA,Northwest Arkansas Regional,26,13
2/21/2016,XNA,Northwest Arkansas Regional,44,19
2/23/2016,XNA,Northwest Arkansas Regional,33,14
2/25/2016,XNA,Northwest Arkansas Regional,38,20
2/27/2016,XNA,Northwest Arkansas Regional,41,14
2/29/2016,XNA,Northwest Arkansas Regional,50,19
1/1/2016,BNA,Nashville International,27,15
1/3/2016,BNA,Nashville International,35,11
1/5/2016,BNA,Nashville International,41,9
1/7/2016,BNA,Nashville International,41,11
1/9/2016,BNA,Nashville International,33,9
1/11/2016,BNA,Nashville International,32,18
1/13/2016,BNA,Nashville International,33,10
1/15/2016,BNA,Nashville International,44,14
1/17/2016,BNA,Nashville International,34,8
1/19/2016,BNA,Nashville International,50,10
1/21/2016,BNA,Nashville International,32,12
1/23/2016,BNA,Nashville International,42,18
1/25/2016,BNA,Nashville International,36,9
1/27/2016,BNA,Nashville International,39,12
1/29/2016,BNA,Nashville International,30,10
2/1/2016,BNA,Nashville International,43,13
2/3/2016,BNA,Nashville International,34,14
2/5/2016,BNA,Nashville International,30,12
2/7/2016,BNA,Nashville International,29,14
2/9/2016,BNA,Nashville International,42,13
2/11/2016,BNA,Nashville International,31,8
2/13/2016,BNA,Nashville International,45,13
2/15/2016,BNA,Nashville International,34,13
2/17/2016,BNA,Nashville International,43,16
2/19/2016,BNA,Nashville International,31,15
2/21/2016,BNA,Nashville International,44,12
2/23/2016,BNA,Nashville International,44,3
2/25/2016,BNA,Nashville International,44,10
2/27/2016,BNA,Nashville International,32,8
2/29/2016,BNA,Nashville International,38,18
1/1/2016,ABQ,Albuquerque International,37,5
1/3/2016,ABQ,Albuquerque International,40,14
1/5/2016,ABQ,Albuquerque International,42,6
1/7/2016,ABQ,Albuquerque International,45,12
1/9/2016,ABQ,Albuquerque International,40,8
1/11/2016,ABQ,Albuquerque International,42,12
1/13/2016,ABQ,Albuquerque International,34,16
1/15/2016,ABQ,Albuquerque International,42,17
1/17/2016,ABQ,Albuquerque International,43,6
1/19/2016,ABQ,Albuquerque International,27,12
1/21/2016,ABQ,Albuquerque International,41,18
1/23/2016,ABQ,Albuquerque International,29,11
1/25/2016,ABQ,Albuquerque International,29,13
1/27/2016,ABQ,Albuquerque International,35,15
1/29/2016,ABQ,Albuquerque International,28,7
2/1/2016,ABQ,Albuquerque International,50,13
2/3/2016,ABQ,Albuquerque International,34,13
2/5/2016,ABQ,Albuquerque International,49,11
2/7/2016,ABQ,Albuquerque International,36,3
2/9/2016,ABQ,Albuquerque International,42,13
2/11/2016,ABQ,Albuquerque International,33,3
2/13/2016,ABQ,Albuquerque International,41,12
2/15/2016,ABQ,Albuquerque International,35,1
2/17/2016,ABQ,Albuquerque International,50,19
2/19/2016,ABQ,Albuquerque International,44,17
2/21/2016,ABQ,Albuquerque International,38,19
2/23/2016,ABQ,Albuquerque International,30,11
2/25/2016,ABQ,Albuquerque International,42,12
2/27/2016,ABQ,Albuquerque International,32,15
2/29/2016,ABQ,Albuquerque International,45,13
1/1/2016,JAN,Jackson International,32,4
1/3/2016,JAN,Jackson International,47,18
1/5/2016,JAN,Jackson International,30,13
1/7/2016,JAN,Jackson International,27,13
1/9/2016,JAN,Jackson International,25,9
1/11/2016,JAN,Jackson International,45,10
1/13/2016,JAN,Jackson International,34,11
1/15/2016,JAN,Jackson International,29,11
1/17/2016,JAN,Jackson International,28,7
1/19/2016,JAN,Jackson International,43,19
1/21/2016,JAN,Jackson International,40,9
1/23/2016,JAN,Jackson International,41,14
1/25/2016,JAN,Jackson International,42,6
1/27/2016,JAN,Jackson International,50,16
1/29/2016,JAN,Jackson International,36,16
2/1/2016,JAN,Jackson International,47,17
2/3/2016,JAN,Jackson International,31,11
2/5/2016,JAN,Jackson International,45,12
2/7/2016,JAN,Jackson International,38,10
2/9/2016,JAN,Jackson International,31,12
2/11/2016,JAN,Jackson International,34,17
2/13/2016,JAN,Jackson International,44,15
2/15/2016,JAN,Jackson International,42,12
2/17/2016,JAN,Jackson International,45,16
2/19/2016,JAN,Jackson International,35,17
2/21/2016,JAN,Jackson International,30,13
2/23/2016,JAN,Jackson International,33,11
2/25/2016,JAN,Jackson International,37,18
2/27/2016,JAN,Jackson International,38,10
2/29/2016,JAN,Jackson International,27,15
1/1/2016,ELP,El Paso International,36,11
1/3/2016,ELP,El Paso International,38,17
1/5/2016,ELP,El Paso International,31,4
1/7/2016,ELP,El Paso International,31,15
1/9/2016,ELP,El Paso International,35,4
1/11/2016,ELP,El Paso International,43,10
1/13/2016,ELP,El Paso International,26,18
1/15/2016,ELP,El Paso International,39,15
1/17/2016,ELP,El Paso International,33,10
1/19/2016,ELP,El Paso International,36,20
1/21/2016,ELP,El Paso International,35,8
1/23/2016,ELP,El Paso International,39,11
1/25/2016,ELP,El Paso International,33,12
1/27/2016,ELP,El Paso International,47,16
1/29/2016,ELP,El Paso International,38,1
2/1/2016,ELP,El Paso International,36,19
2/3/2016,ELP,El Paso International,37,3
2/5/2016,ELP,El Paso International,43,13
2/7/2016,ELP,El Paso International,35,11
2/9/2016,ELP,El Paso International,43,19
2/11/2016,ELP,El Paso International,29,10
2/13/2016,ELP,El Paso International,45,17
2/15/2016,ELP,El Paso International,35,10
2/17/2016,ELP,El Paso International,39,11
2/19/2016,ELP,El Paso International,41,11
2/21/2016,ELP,El Paso International,39,12
2/23/2016,ELP,El Paso International,28,6
2/25/2016,ELP,El Paso International,49,11
2/27/2016,ELP,El Paso International,32,13
2/29/2016,ELP,El Paso International,39,10
1/1/2016,RIC,Richmond International,37,13
1/3/2016,RIC,Richmond International,35,10
1/5/2016,RIC,Richmond International,39,10
1/7/2016,RIC,Richmond International,31,16
1/9/2016,RIC,Richmond International,26,13
1/11/2016,RIC,Richmond International,28,10
1/13/2016,RIC,Richmond International,35,2
1/15/2016,RIC,Richmond International,35,14
1/17/2016,RIC,Richmond International,30,13
1/19/2016,RIC,Richmond International,47,17
1/21/2016,RIC,Richmond International,38,16
1/23/2016,RIC,Richmond International,46,18
1/25/2016,RIC,Richmond International,33,13
1/27/2016,RIC,Richmond International,31,13
1/29/2016,RIC,Richmond International,35,4
2/1/2016,RIC,Richmond International,41,10
2/3/2016,RIC,Richmond International,35,8
2/5/2016,RIC,Richmond International,30,14
2/7/2016,RIC,Richmond International,34,12
2/9/2016,RIC,Richmond International,39,11
2/11/2016,RIC,Richmond International,35,3
2/13/2016,RIC,Richmond International,49,18
2/15/2016,RIC,Richmond International,36,12
2/17/2016,RIC,Richmond International,43,10
2/19/2016,RIC,Richmond International,33,10
2/21/2016,RIC,Richmond International,35,18
2/23/2016,RIC,Richmond International,29,13
2/25/2016,RIC,Richmond International,48,15
2/27/2016,RIC,Richmond International,33,12
2/29/2016,RIC,Richmond International,30,14
1/1/2016,BDL,Bradley International,38,16
1/3/2016,BDL,Bradley International,46,15
1/5/2016,BDL,Bradley International,32,9
1/7/2016,BDL,Bradley International,39,13
1/9/2016,BDL,Bradley International,29,1
1/11/2016,BDL,Bradley International,42,14
1/13/2016,BDL,Bradley International,28,16
1/15/2016,BDL,Bradley International,24,13
1/17/2016,BDL,Bradley International,27,5
1/19/2016,BDL,Bradley International,39,12
1/21/2016,BDL,Bradley International,31,2
1/23/2016,BDL,Bradley International,30,19
1/25/2016,BDL,Bradley International,31,10
1/27/2016,BDL,Bradley International,45,12
1/29/2016,BDL,Bradley International,39,17
2/1/2016,BDL,Bradley International,47,14
2/3/2016,BDL,Bradley International,34,13
2/5/2016,BDL,Bradley International,37,17
2/7/2016,BDL,Bradley International,26,11
2/9/2016,BDL,Bradley International,28,11
2/11/2016,BDL,Bradley International,44,12
2/13/2016,BDL,Bradley International,43,13
2/15/2016,BDL,Bradley International,37,8
2/17/2016,BDL,Bradley International,36,16
2/19/2016,BDL,Bradley International,43,11
2/21/2016,BDL,Bradley International,40,16
2/23/2016,BDL,Bradley International,44,4
2/25/2016,BDL,Bradley International,45,13
2/27/2016,BDL,Bradley International,29,2
2/29/2016,BDL,Bradley International,38,15
1/1/2016,MAF,Midland International,39,8
1/3/2016,MAF,Midland International,33,12
1/5/2016,MAF,Midland International,34,11
1/7/2016,MAF,Midland International,45,10
1/9/2016,MAF,Midland International,37,16
1/11/2016,MAF,Midland International,43,14
1/13/2016,MAF,Midland International,45,8
1/15/2016,MAF,Midland International,42,14
1/17/2016,MAF,Midland International,35,16
1/19/2016,MAF,Midland International,33,14
1/21/2016,MAF,Midland International,36,3
1/23/2016,MAF,Midland International,34,14
1/25/2016,MAF,Midland International,35,2
1/27/2016,MAF,Midland International,40,15
1/29/2016,MAF,Midland International,33,11
2/1/2016,MAF,Midland International,39,12
2/3/2016,MAF,Midland International,38,10
2/5/2016,MAF,Midland International,47,19
2/7/2016,MAF,Midland International,30,9
2/9/2016,MAF,Midland International,44,15
2/11/2016,MAF,Midland International,31,11
2/13/2016,MAF,Midland International,40,15
2/15/2016,MAF,Midland International,33,10
2/17/2016,MAF,Midland International,41,19
2/19/2016,MAF,Midland International,32,12
2/21/2016,MAF,Midland International,31,16
2/23/2016,MAF,Midland International,35,10
2/25/2016,MAF,Midland International,48,20
2/27/2016,MAF,Midland International,41,8
2/29/2016,MAF,Midland International,41,13
1/1/2016,BTR,"Baton Rouge Metropolitan, Ryan ",35,9
1/3/2016,BTR,"Baton Rouge Metropolitan, Ryan ",46,11
1/5/2016,BTR,"Baton Rouge Metropolitan, Ryan ",32,8
1/7/2016,BTR,"Baton Rouge Metropolitan, Ryan ",33,11
1/9/2016,BTR,"Baton Rouge Metropolitan, Ryan ",28,12
1/11/2016,BTR,"Baton Rouge Metropolitan, Ryan ",47,14
1/13/2016,BTR,"Baton Rouge Metropolitan, Ryan ",32,16
1/15/2016,BTR,"Baton Rouge Metropolitan, Ryan ",41,13
1/17/2016,BTR,"Baton Rouge Metropolitan, Ryan ",43,13
1/19/2016,BTR,"Baton Rouge Metropolitan, Ryan ",39,16
1/21/2016,BTR,"Baton Rouge Metropolitan, Ryan ",33,12
1/23/2016,BTR,"Baton Rouge Metropolitan, Ryan ",44,16
